"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"766","CT10305","BRIOT ACCURA CX PC WHEEL 110/20/19  ","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123941","0","","0","0","0","1","139","0",""
"767","CT51001-5 LENS COLOUR MACHINE(220V)","","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124551","0","","0","0","0","1","139","0",""
"768","NUTS - GOLD & GUNMETAL COLOR(ADDITIONAL COST)","10000Stk.","280","280","","10","","default","active","0","188","91","","6","NUTS","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123621","0","","0","0","0","1","140","0",""
"769","SCREWS(LENGTH: ?5.0MM)- GOLD & GUNMETAL COLOR(ADDITIONAL COST)","10000Stk.","280","280","","10","","default","active","0","188","91","","6","SCREWS","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123622","0","","0","0","0","1","140","0",""
"770","CT10104","600-S2 TAKUBOMATIC BEVEL WHEEL 100/14/50","286","286","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123935","0","","0","0","0","1","143","0",""
"771","CT10306-1","BRIOT 90# PC WHEEL WITH BEVEL 90/18/19  ","286","286","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124387","0","","0","0","0","1","143","0",""
"772","CT4113","PD METER","288","288","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124007","0","","0","0","0","1","144","0",""
"773","CT5110 LENS CUTTER(SIZE ADJUSTABLE)","","290","290","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124513","0","","0","0","0","1","145","0","pr-ct5110597.jpg"
"774","RETINA LENS 20D ","","290","290","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124311","0","","0","0","0","1","145","0","pr-20d293.jpg"
"775","FRAMELESS SCREWS 23-251480-B  ","10000Stk.","292","292","","10","","default","active","0","188","91","","6","23-251480-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123609","0","","0","0","0","1","146","0",""
"776","CT101102","NIDEK 9000SX/LX(PLB-2R) FINISHING WHEEL WITH BEVEL 100/17.5/20","294","294","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123947","0","","0","0","0","1","147","0",""
"777","CT101102-3","NIDEK 9000SX/LX(PLB) FINISHING WHEEL WITH BEVEL 100/17.5/20","294","294","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124393","0","","0","0","0","1","147","0",""
"778","CT101204","WECO 430# PC WHEEL 110/18/20","294","294","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124398","0","","0","0","0","1","147","0",""
"779","CT10301","BRIOT ACCURA CX ROUGHING WHEEL 110/16/19","294","294","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123939","0","","0","0","0","1","147","0",""
"780","CTSEVA-7516","Eyeglasses cabinet","294","294","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124659","0","","0","0","0","1","147","0",""
"781","CT4309K A/B","TRIAL LENS SET (158pcs ø24.5 lens in aluminum case A/B, metal & plastic rim)","296","296","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124028","0","","0","0","0","1","148","0",""
"782","CT51001-5 LENS COLOUR MACHINE(110V)","","296","296","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124111","0","","0","0","0","1","148","0",""
"783","LP-48","LOOSE PRISMS","298","298","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124296","0","","0","0","0","1","149","0","pr-lp-48178.jpg"
"784","CT10307-1","BRIOT 90# POLISHING WHEEL WITH BEVEL 90/18/19  ","300","300","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124388","0","","0","0","0","1","150","0",""
"785","CT1720L-50100 MOTORIZED TABLE","","300","300","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124367","0","","0","0","0","1","150","0",""
"786","CT4704-6","RETINOSCOPY RACK SET","300","300","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124053","0","","0","0","0","1","150","0",""
"787","CT4309A A/B/C   ","TRIAL LENS SET  (158pcs lens in aluminum case A/B, Leather case C, metal rim)","304","304","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124467","0","","0","0","0","1","152","0",""
"788","CTSD-6008","Frame display","304","304","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124654","0","","0","0","0","1","152","0",""
"789","CT101201","WECO 430# ROUGHING WHEEL 110/18/20","306","306","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124397","0","","0","0","0","1","153","0",""
"790","CT10306","BRIOT ACCURA CX PC WHEEL WITH BEVEL 110/20/19  ","306","306","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123942","0","","0","0","0","1","153","0",""
"791","CT4305A A/B/C-B ","TRIAL LENS SET  (232pcs B grade lens in aluminum case A/B, Leather case C, metal rim)","306","306","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124023","0","","0","0","0","1","153","0","pr-ct4305ac538.jpg"
"792","CT4305G A/B/C","TRIAL LENS SET (232pcs ø26 lens in aluminum case A/B, Leather case C, plastic rim)","316","316","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124024","0","","0","0","0","1","158","0",""
"793","CT51001-2 LENS COLOUR MACHINE(220V)","","316","316","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124548","0","","0","0","0","1","158","0","pr-ct51001-2786.jpg"
"794","CT4309D A/B/C ","TRIAL LENS SET  (158pcs lens in aluminum case A/B, Leather case C, Colored metal rim)","318","318","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124468","0","","0","0","0","1","159","0",""
"795","CTS-1008","Eyeglasses cabinet ","319","319","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124189","0","","0","0","0","1","159.5","0",""
"796","CT101102-1","NIDEK 9000SX/LX(PL4) FINISHING WHEEL WITH BEVEL 100/22.5/20","320","320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124392","0","","0","0","0","1","160","0",""
"797","CT101102-2","NIDEK 9000SX/LX(PC) FINISHING WHEEL WITH BEVEL 100/23/20","320","320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123948","0","","0","0","0","1","160","0",""
"798","CT1704","MOTORIZED TABLE","320","320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124362","0","","0","0","0","1","160","0","pr-ct1704450.jpg"
"799","CT4301A A/B/C-B  ","TRIAL LENS SET  (266pcs B grade lens in aluminum case A/B, Leather case C, metal rim)","320","320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124020","0","","0","0","0","1","160","0","pr-ct4301ab533.jpg"
"800","MEASURING EYEPIECE","","320","320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123872","0","","0","0","0","1","160","0",""
"801","SCREWS(LENGTH: 5.1~8.0MM)- GOLD & GUNMETAL COLOR(ADDITIONAL COST)","","320","320","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123763","0","","0","0","0","1","160","0",""
"802","CTS-1022","Eyeglasses cabinet ","321.2","321","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124631","0","","0","0","0","1","160.6","0",""
"803","CT1510","PHOROPTOR BRACKET","322","322","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123914","0","","0","0","0","1","161","0",""
"804","CTSD-6033","Frame display","323.4","323","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124655","0","","0","0","0","1","161.7","0",""
"805","CT1720L-50100 MOTORIZED TABLE WITH METAL PLATE","","324","324","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123923","0","","0","0","0","1","162","0",""
"806","CT10103","600-SX3 TAKUBOMATIC FINISHING WHEEL WITH BEVEL 100/22/50","326","326","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124379","0","","0","0","0","1","163","0",""
"807","CT4301G A/B/C ","TRIAL LENS SET (266pcs ø26 lens in aluminum case A/B, Leather case C, plastic rim)","332","332","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124021","0","","0","0","0","1","166","0",""
"808","CT51001-2 LENS COLOUR MACHINE(110V)","","334","334","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124108","0","","0","0","0","1","167","0","pr-ct51001-2786.jpg"
"809","CT101105","NIDEK 9000SX/LX(PLB-2R) POLISHING WHEEL WITH BEVEL 100/17.5/20","336","336","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123951","0","","0","0","0","1","168","0",""
"810","CT101105-3","NIDEK 9000SX/LX(PLB) POLISHING WHEEL WITH BEVEL 100/17.5/20","336","336","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123952","0","","0","0","0","1","168","0",""
"811","CT10302","BRIOT ACCURA CX FINISHING WHEEL WITH BEVEL 110/18/19","338","338","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123940","0","","0","0","0","1","169","0",""
"812","CT4305J A/B/C","TRIAL LENS SET (232pcs ø26 lens in aluminum case A/B, Leather case C, plastic rim)","338","338","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124466","0","","0","0","0","1","169","0",""
"813","CT101202","WECO 430# FNISHING WHEEL WITH BEVEL 110/25/20","348","348","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123953","0","","0","0","0","1","174","0",""
"814","CT10204","ESSILOR KAPPA/GAMMAOR ZETA PC WHEEL 155/15/20","348","348","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124382","0","","0","0","0","1","174","0",""
"815","CTS-2030-1","Eyeglasses cabinet ","350","350","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124200","0","","0","0","0","1","175","0","pr-cts2030453.jpg"
"816","CT10307","BRIOT ACCURA CX POLISHING WHEEL WITH BEVEL 110/18/19  ","352","352","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123943","0","","0","0","0","1","176","0",""
"817","CT4704-3","RETINOSCOPY RACK SET","352","352","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124493","0","","0","0","0","1","176","0",""
"818","CT51001-3 LENS COLOUR MACHINE(220V)","","358","358","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124549","0","","0","0","0","1","179","0",""
"819","D. CCD CONNECTOR","","360","360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123906","0","","0","0","0","1","180","0",""
"820","H. CAMERA CONNECTOR","","360","360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124352","0","","0","0","0","1","180","0",""
"821","METAL PLATE WITH CHIN-REST ADAPTER(U-TYPE)-FOR SLIT LAMP","","360","360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124318","0","","0","0","0","1","180","0",""
"822","CT4225","LENS METER (EXTERNAL READING, WITHOUT PRISM COMPENSATOR)","362","362","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124457","0","","0","0","0","1","181","0","pr-ct4225531.jpg"
